Key,brazilian
FuriousRamsayAttBerserkerRank14LongDesc,"No [aceefc][U]LEVEL 14[/U][-], você:\n • Tem [e8e851]28%[-] de Vigor máximo adicional\n • Tem [ff595f]28%[-] máximo adicionais Saúde\n • Têm [8cdedb]100%[-] menos chances de sofrer um membro quebrado"
FuriousRamsayAttBerserkerRank15Desc,Berserker [46aba1]Nível 15[-] ([I]Progresso[/I]: [75d181]{cvar($varFuriousRamsayBerserker15Perc:0)}%[-])
FuriousRamsayAttBerserkerRank15LongDesc,"No [aceefc][U]LEVEL 15[/U][-], você:\n • Tem [e8e851]30%[-] de Vigor máximo adicional\n • Tem [ff595f]30%[-] máximo adicional Saúde\n • Têm [8cdedb]100%[-] menos chances de sofrer um membro quebrado"
furiousramsayattbuilder,O Construtor
FuriousRamsayAttBuilderDesc,"O [c256fc]CONSTRUTOR[-] é especializado em penetração de armaduras.\n\n[a588a6]FORTES[-]: Martelos, pistolas e armadilhas elétricas"
FuriousRamsayAttBuilderName,O Construtor
FuriousRamsayAttBuilderRank01Desc,Construtor [46aba1]Nível 1[-] ([I]Progresso[/I]: [75d181]{cvar($varFuriousRamsayBuilder1Perc:0)}%[-])
FuriousRamsayAttBuilderRank01LongDesc,"No [aceefc][U]NÍVEL 1[/U][-], você:\n • Penetra [ff595f]2,5%[-] na armadura com martelos e pistolas\n • Pode fabricar uma [75d181]Marreta de Ferro[-] \n • Causa [ff595f]10%[-] mais dano à terra, pedra e metal se estiver saudável"
FuriousRamsayAttBuilderRank02Desc,Construtor [46aba1]Nível 2[-] ([I]Progresso[/I]: [75d181]{cvar($varFuriousRamsayBuilder2Perc:0)}%[-])
FuriousRamsayAttBuilderRank02LongDesc,"No [aceefc][U]NÍVEL 2[/U][-], você:\n • Penetra [ff595f]5%[-] na armadura com martelos e pistolas\n • Causa [ff595f]20%[-] mais dano para terra, pedra e metal se estiver saudável\n • Pode fabricar [75d181]Eixo de Mina Implantável[-] de madeira e extensão relacionada"
FuriousRamsayAttBuilderRank03Desc,Construtor [46aba1]Nível 3[-] ([I]Progresso[/I]: [75d181]{cvar($varFuriousRamsayBuilder3Perc:0)}%[-])
FuriousRamsayAttBuilderRank03LongDesc,"No [aceefc][U]NÍVEL 3[/U][-], você:\n • Penetra [ff595f]7,5%[-] de armadura com martelos e pistolas\n • Causa [ff595f]30%[-] mais dano à terra, pedra e metal se estiver saudável\n • Pode fabricar calçada [75d181]Poço de Mina Implantável[-] e extensão\n • Pode fabricar madeira [75d181]Pilares de Defesa Implantáveis[-]"
FuriousRamsayAttBuilderRank04Desc,Construtor [46aba1]Nível 4[-] ([I]Progresso[/I]: [75d181]{cvar($varFuriousRamsayBuilder4Perc:0)}%[-])
FuriousRamsayAttBuilderRank04LongDesc,"No [aceefc][U]NÍVEL 4[/U][-], você:\n • Penetra [ff595f]10%[-] de armadura com martelos e pistolas\n • Causa [ff595f]40%[-] mais dano à terra, pedra e metal se estiver saudável\n • Pode fabricar concreto [75d181]Pilares de Defesa Implantáveis[-]"
FuriousRamsayAttBuilderRank05Desc,Construtor [46aba1]Nível 5[-] ([I]Progresso[/I]: [75d181]{cvar($varFuriousRamsayBuilder5Perc:0)}%[-])
FuriousRamsayAttBuilderRank05LongDesc,"No [aceefc][U]NÍVEL 5[/U][-], você:\n • Penetra [ff595f]12,5%[-] na armadura com martelos e pistolas\n • Causa [ff595f]50%[-] mais dano para terra, pedra e metal se saudável"
FuriousRamsayAttBuilderRank06Desc,Construtor [46aba1]Nível 6[-] ([I]Progresso[/I]: [75d181]{cvar($varFuriousRamsayBuilder6Perc:0)}%[-])
FuriousRamsayAttBuilderRank06LongDesc,"No [aceefc][U]NÍVEL 6[/U][-], você:\n • Penetra [ff595f]15%[-] na armadura com martelos e pistolas\n • Causa [ff595f]60%[-] mais dano para terra, pedra e metal se saudável"
FuriousRamsayAttBuilderRank07Desc,Construtor [46aba1]Nível 7[-] ([I]Progresso[/I]: [75d181]{cvar($varFuriousRamsayBuilder7Perc:0)}%[-])
FuriousRamsayAttBuilderRank07LongDesc,"No [aceefc][U]NÍVEL 7[/U][-], você:\n • Penetra [ff595f]17,5%[-] na armadura com martelos e pistolas\n • Causa [ff595f]70%[-] mais dano para terra, pedra e metal se saudável"
FuriousRamsayAttBuilderRank08Desc,Construtor [46aba1]Nível 8[-] ([I]Progresso[/I]: [75d181]{cvar($varFuriousRamsayBuilder8Perc:0)}%[-])
FuriousRamsayAttBuilderRank08LongDesc,"No [aceefc][U]NÍVEL 8[/U][-], você:\n • Penetra [ff595f]20%[-] de armadura com martelos e pistolas\n • Causa [ff595f]80%[-] mais dano para terra, pedra e metal se saudável"
FuriousRamsayAttBuilderRank09Desc,Construtor [46aba1]Nível 9[-] ([I]Progresso[/I]: [75d181]{cvar($varFuriousRamsayBuilder9Perc:0)}%[-])
FuriousRamsayAttBuilderRank09LongDesc,"No [aceefc][U]NÍVEL 9[/U][-], você:\n • Penetra [ff595f]22,5%[-] na armadura com martelos e pistolas\n • Causa [ff595f]90%[-] mais dano para terra, pedra e metal se saudável"
FuriousRamsayAttBuilderRank10Desc,Construtor [46aba1]Nível 10[-] ([I]Progresso[/I]: [75d181]{cvar($varFuriousRamsayBuilder10Perc:0)}%[-])
FuriousRamsayAttBuilderRank10LongDesc,"No [aceefc][U]NÍVEL 10[/U][-], você:\n • Penetra [ff595f]25%[-] de armadura com martelos e pistolas\n • Causa [ff595f]100%[-] mais dano para terra, pedra e metal se saudável"
furiousramsayattbutcher,O açougueiro
FuriousRamsayAttButcherDesc,O [ff5b69]AÇOUGUEIRO[-] é especializado em bônus de saúde.\n\n[a588a6]FORTES[-]: Espadas e rifles de assalto
FuriousRamsayAttButcherName,O açougueiro
FuriousRamsayAttButcherRank01Desc,Açougueiro [46aba1]Nível 1[-] ([I]Progresso[/I]: [75d181]{cvar($varFuriousRamsayButcher1Perc:0)}%[-])
FuriousRamsayAttButcherRank01LongDesc,No [aceefc][U]NÍVEL 1[/U][-]:\n • Você pode criar um [75d181]Machete[-]\n[AB4648]Um Presente de Sangue[-]\n • Você ganha [ff595f ]5[-] mais Saúde\n[AB4648]Violência Gratuita[-]\n • Você inflige [ff595f]2[-] dano de sangramento adicional por segundo com Espadas\n • Dano na parte inferior do corpo com Espadas desacelera seu alvo em um adicional [e6e600]2[-] por cento
FuriousRamsayAttButcherRank02Desc,Açougueiro [46aba1]Nível 2[-] ([I]Progresso[/I]: [75d181]{cvar($varFuriousRamsayButcher2Perc:0)}%[-])
FuriousRamsayAttButcherRank02LongDesc,No [aceefc][U]NÍVEL 2[/U][-]:\n[AB4648]Uma Dádiva de Sangue[-]\n • Você ganha [ff595f]10[-] mais Saúde\n[AB4648]Violência Gratuita [-]\n • Você inflige [ff595f]4[-] dano de sangramento adicional por segundo com Espadas\n • Dano na parte inferior do corpo com Espadas desacelera seu alvo em [e6e600]4[-] por cento adicional
FuriousRamsayAttButcherRank03Desc,Açougueiro [46aba1]Nível 3[-] ([I]Progresso[/I]: [75d181]{cvar($varFuriousRamsayButcher3Perc:0)}%[-])
FuriousRamsayAttButcherRank03LongDesc,No [aceefc][U]NÍVEL 3[/U][-]:\n[AB4648]Uma Dádiva de Sangue[-]\n • Você ganha [ff595f]15[-] mais Saúde\n[AB4648]Violência Gratuita [-]\n • Você inflige [ff595f]6[-] dano de sangramento adicional por segundo com Espadas\n • Dano na parte inferior do corpo com Espadas desacelera seu alvo em [e6e600]6[-] por cento adicionais
FuriousRamsayAttButcherRank04Desc,Açougueiro [46aba1]Nível 4[-] ([I]Progresso[/I]: [75d181]{cvar($varFuriousRamsayButcher4Perc:0)}%[-])
FuriousRamsayAttButcherRank04LongDesc,No [aceefc][U]NÍVEL 4[/U][-]:\n • Você ganha [ff595f]20[-] mais Saúde\n[AB4648]Violência Gratuita[-]\n • Você inflige [ff595f adicional ]8[-] dano de sangramento por segundo com Espadas\n • Dano na parte inferior do corpo com Espadas desacelera seu alvo em [e6e600]8[-] por cento adicionais
FuriousRamsayAttButcherRank05Desc,Açougueiro [46aba1]Nível 5[-] ([I]Progresso[/I]: [75d181]{cvar($varFuriousRamsayButcher5Perc:0)}%[-])
FuriousRamsayAttButcherRank05LongDesc,No [aceefc][U]NÍVEL 5[/U][-]:\n[AB4648]Uma Dádiva de Sangue[-]\n • Você ganha [ff595f]25[-] mais Saúde\n[AB4648]Violência Gratuita [-]\n • Você inflige [ff595f]10[-] dano de sangramento adicional por segundo com Espadas\n • Dano na parte inferior do corpo com Espadas desacelera seu alvo em [e6e600]10[-] por cento adicionais
FuriousRamsayAttButcherRank06Desc,Açougueiro [46aba1]Nível 6[-] ([I]Progresso[/I]: [75d181]{cvar($varFuriousRamsayButcher6Perc:0)}%[-])
FuriousRamsayAttButcherRank06LongDesc,No [aceefc][U]NÍVEL 6[/U][-]:\n[AB4648]Uma Dádiva de Sangue[-]\n • Você ganha [ff595f]30[-] mais Saúde\n[AB4648]Violência Gratuita [-]\n • Você inflige [ff595f]12[-] dano de sangramento adicional por segundo com Espadas\n • Dano na parte inferior do corpo com Espadas desacelera seu alvo em um adicional [e6e600]12[-] por cento
FuriousRamsayAttButcherRank07Desc,Açougueiro [46aba1]Nível 7[-] ([I]Progresso[/I]: [75d181]{cvar($varFuriousRamsayButcher7Perc:0)}%[-])
FuriousRamsayAttButcherRank07LongDesc,No [aceefc][U]NÍVEL 7[/U][-]:\n[AB4648]Uma Dádiva de Sangue[-]\n • Você ganha [ff595f]35[-] mais Saúde\n[AB4648]Violência Gratuita [-]\n • Você inflige [ff595f]14[-] dano de sangramento adicional por segundo com Espadas\n • Dano na parte inferior do corpo com Espadas desacelera seu alvo em [e6e600]14[-] por cento adicionais
FuriousRamsayAttButcherRank08Desc,Açougueiro [46aba1]Nível 8[-] ([I]Progresso[/I]: [75d181]{cvar($varFuriousRamsayButcher8Perc:0)}%[-])
FuriousRamsayAttButcherRank08LongDesc,No [aceefc][U]NÍVEL 8[/U][-]:\n[AB4648]Uma Dádiva de Sangue[-]\n • Você ganha [ff595f]40[-] mais Saúde\n[AB4648]Violência Gratuita [-]\n • Você inflige [ff595f]16[-] dano de sangramento adicional por segundo com Espadas\n • Dano na parte inferior do corpo com Espadas desacelera seu alvo em [e6e600]16[-] por cento adicionais
FuriousRamsayAttButcherRank09Desc,Açougueiro [46aba1]Nível 9[-] ([I]Progresso[/I]: [75d181]{cvar($varFuriousRamsayButcher9Perc:0)}%[-])
FuriousRamsayAttButcherRank09LongDesc,No [aceefc][U]NÍVEL 9[/U][-]:\n[AB4648]Uma Dádiva de Sangue[-]\n • Você ganha [ff595f]45[-] mais Saúde\n[AB4648]Violência Gratuita [-]\n • Você inflige [ff595f]18[-] dano de sangramento adicional por segundo com Espadas\n • Dano na parte inferior do corpo com Espadas desacelera seu alvo em [e6e600]18[-] por cento adicionais
FuriousRamsayAttButcherRank10Desc,Açougueiro [46aba1]Nível 10[-] ([I]Progresso[/I]: [75d181]{cvar($varFuriousRamsayButcher10Perc:0)}%[-])
FuriousRamsayAttButcherRank10LongDesc,No [aceefc][U]NÍVEL 10[/U][-]:\n[AB4648]Uma Dádiva de Sangue[-]\n • Você ganha [ff595f]50[-] mais Saúde\n[AB4648]Violência Gratuita [-]\n • Você inflige [ff595f]20[-] dano de sangramento adicional por segundo com Espadas\n • Dano na parte inferior do corpo com Espadas desacelera seu alvo em [e6e600]20[-] por cento adicionais
furiousramsayattchef,O Sous-Chef
FuriousRamsayAttChefDesc,O [bab8b8]SOUS-CHEF[-] é especialista em uma melhor digestão.\n\n[a588a6]FORTES[-]: Facas e Revólveres Pesados
FuriousRamsayAttChefName,O Sous-Chef
FuriousRamsayAttChefRank01Desc,Sous-Chef [46aba1]Nível 1[-] ([I]Progresso[/I]: [75d181]{cvar($varFuriousRamsayChef1Perc:0)}%[-])
FuriousRamsayAttChefRank01LongDesc,"No [aceefc][U]LEVEL 1[/U][-], você:\n • Reduz a fome/sede em [f6f792]5%[-]\n • Aumenta os bônus de alimentos cozidos em [f6f792]5%[ -]\n • Pode fabricar uma [75d181]faca de caça[-]"
FuriousRamsayAttChefRank02Desc,Sous-Chef [46aba1]Nível 2[-] ([I]Progresso[/I]: [75d181]{cvar($varFuriousRamsayChef2Perc:0)}%[-])
FuriousRamsayAttChefRank02LongDesc,"No [aceefc][U]LEVEL 2[/U][-], você:\n • Reduz a fome/sede em [f6f792]10%[-]\n • Aumenta os bônus de alimentos cozidos em [f6f792]10%[ -]"
FuriousRamsayAttChefRank03Desc,Sous-Chef [46aba1]Nível 3[-] ([I]Progresso[/I]: [75d181]{cvar($varFuriousRamsayChef3Perc:0)}%[-])
FuriousRamsayAttChefRank03LongDesc,"No [aceefc][U]LEVEL 3[/U][-], você:\n • Reduz a fome/sede em [f6f792]15%[-]\n • Aumenta os bônus de alimentos cozidos em [f6f792]15%[ -]\n • Pode fabricar uma [75d181]faca de arremesso de Kunai[-]"
FuriousRamsayAttChefRank04Desc,Sous-Chef [46aba1]Nível 4[-] ([I]Progresso[/I]: [75d181]{cvar($varFuriousRamsayChef4Perc:0)}%[-])
FuriousRamsayAttChefRank04LongDesc,"No [aceefc][U]LEVEL 4[/U][-], você:\n • Reduz a fome/sede em [f6f792]20%[-]\n • Aumenta os bônus de alimentos cozidos em [f6f792]20%[ -]"
FuriousRamsayAttChefRank05Desc,Sous-Chef [46aba1]Nível 5[-] ([I]Progresso[/I]: [75d181]{cvar($varFuriousRamsayChef5Perc:0)}%[-])
FuriousRamsayAttChefRank05LongDesc,"No [aceefc][U]LEVEL 5[/U][-], você:\n • Reduz a fome/sede em [f6f792]25%[-]\n • Aumenta os bônus de alimentos cozidos em [f6f792]25%[ -]\n • Desbloqueie a receita do [75d181]Pão de Abóbora[-]\n • Desbloqueie a receita do [75d181]Ensopado de Legumes[-]"
FuriousRamsayAttChefRank06Desc,Sous-Chef [46aba1]Nível 6[-] ([I]Progresso[/I]: [75d181]{cvar($varFuriousRamsayChef6Perc:0)}%[-])
FuriousRamsayAttChefRank06LongDesc,"No [aceefc][U]LEVEL 6[/U][-], você:\n • Reduz a fome/sede em [f6f792]30%[-]\n • Aumenta os bônus de alimentos cozidos em [f6f792]30%[ -]\n • Desbloqueie a receita da [75d181]Torta de Abóbora[-]\n • Desbloqueie a receita do [75d181]Taco de Peixe[-]"
FuriousRamsayAttChefRank07Desc,Sous-Chef [46aba1]Nível 7[-] ([I]Progresso[/I]: [75d181]{cvar($varFuriousRamsayChef7Perc:0)}%[-])
FuriousRamsayAttChefRank07LongDesc,"No [aceefc][U]LEVEL 7[/U][-], você:\n • Reduz a fome/sede em [f6f792]35%[-]\n • Aumenta os bônus de alimentos cozidos em [f6f792]35%[ -]\n • Desbloqueie a receita [75d181]Ensopado de Carne[-]\n • Desbloqueie a receita [75d181]Torrada com Molho de Atum[-]"
FuriousRamsayAttChefRank08Desc,Sous-Chef [46aba1]Nível 8[-] ([I]Progresso[/I]: [75d181]{cvar($varFuriousRamsayChef8Perc:0)}%[-])
FuriousRamsayAttChefRank08LongDesc,"No [aceefc][U]LEVEL 8[/U][-], você:\n • Reduz a fome/sede em [f6f792]40%[-]\n • Aumenta os bônus de alimentos cozidos em [f6f792]40%[ -]\n • Desbloqueie a receita [75d181]Chili Dog[-]\n • Desbloqueie a receita [75d181]Torta de Mirtilo[-]"
FuriousRamsayAttChefRank09Desc,Sous-Chef [46aba1]Nível 9[-] ([I]Progresso[/I]: [75d181]{cvar($varFuriousRamsayChef9Perc:0)}%[-])
FuriousRamsayAttChefRank09LongDesc,"No [aceefc][U]LEVEL 9[/U][-], você:\n • Reduz a fome/sede em [f6f792]45%[-]\n • Aumenta os bônus de alimentos cozidos em [f6f792]45%[ -]\n • Desbloqueie a receita do [75d181]Bolo de Queijo de Abóbora[-]\n • Desbloqueie a receita da [75d181]Torta de Pastor[-]"
FuriousRamsayAttChefRank10Desc,Sous-Chef [46aba1]Nível 10[-] ([I]Progresso[/I]: [75d181]{cvar($varFuriousRamsayChef10Perc:0)}%[-])
FuriousRamsayAttChefRank10LongDesc,"No [aceefc][U]LEVEL 10[/U][-], você:\n • Reduz a fome/sede em [f6f792]50%[-]\n • Aumenta os bônus de alimentos cozidos em [f6f792]50%[ -]\n • Desbloqueie a receita do [75d181]Ensopado de Gumbo[-]\n • Desbloqueie a receita do [75d181]Sham Chowder[-]\n • Desbloqueie a receita do [75d181]Ensopado Hobo[-]"
FuriousRamsayAttGeneticsDesc,"Aumentar o nível de sua genética afetará algumas de suas habilidades:\n • [c27272]FORÇA[-]: Dano aumentado com armas brancas\n • [bdbf71]DESTREZA[-]: Vigor máximo e velocidade de caminhada e corrida aumentados\n • [7abd71 ]CONSTITUIÇÃO[-]: Maior Vida Máxima, Mobilidade e Capacidade de Carga\n • [70a4ba]INTELIGÊNCIA[-]: Maior rendimento de salvamento, aumento de XP com Armadilhas Elétricas\n • [b36ba7]CARISMA[-]: Aumento dos Preços de Venda."
FuriousRamsayAttGeneticsName,Genética
furiousramsayatthunter,O Caçador
FuriousRamsayAttHunterDesc,"O [53adbd]HUNTER[-] é especializado em mobilidade e ataques furtivos.\n\n[a588a6]FORTES[-]: lanças, arcos e rifles de longo alcance"
FuriousRamsayAttHunterName,O Caçador
FuriousRamsayAttHunterRank01Desc,Caçador [46aba1]Nível 1[-] ([I]Progresso[/I]: [75d181]{cvar($varFuriousRamsayHunter1Perc:0)}%[-])
FuriousRamsayAttHunterRank01LongDesc,"No [aceefc][U]NÍVEL 1[/U][-], você:\n • Consegue andar [ff595f]1,25%[-] mais rápido\n • Consegue correr [ff595f]1,25%[-] mais rápido\n • Pode se mover enquanto está agachado [ff595f]1,25%[-] mais rápido\n • Pode fabricar um [75d181]Arco de Madeira[-]\n • Pode fabricar uma [75d181]Lança de Ferro[-]"
FuriousRamsayAttHunterRank02Desc,Hunter [46aba1]Nível 2[-] ([I]Progresso[/I]: [75d181]{cvar($varFuriousRamsayHunter2Perc:0)}%[-])
FuriousRamsayAttHunterRank02LongDesc,"No [aceefc][U]NÍVEL 2[/U][-], você:\n • Consegue andar [ff595f]2,5%[-] mais rápido\n • Consegue correr [ff595f]2,5%[-] mais rápido\n • Pode se mover enquanto está agachado [ff595f]2,5%[-] mais rápido"
FuriousRamsayAttHunterRank03Desc,Hunter [46aba1]Nível 3[-] ([I]Progresso[/I]: [75d181]{cvar($varFuriousRamsayHunter3Perc:0)}%[-])
FuriousRamsayAttHunterRank03LongDesc,"No [aceefc][U]NÍVEL 3[/U][-], você:\n • Consegue andar [ff595f]3,75%[-] mais rápido\n • Consegue correr [ff595f]3,75%[-] mais rápido\n • Pode se mover enquanto está agachado [ff595f]3,75%[-] mais rápido"
FuriousRamsayAttHunterRank04Desc,Hunter [46aba1]Nível 4[-] ([I]Progresso[/I]: [75d181]{cvar($varFuriousRamsayHunter4Perc:0)}%[-])
FuriousRamsayAttHunterRank04LongDesc,"No [aceefc][U]NÍVEL 4[/U][-], você:\n • Consegue andar [ff595f]5%[-] mais rápido\n • Consegue correr [ff595f]5%[-] mais rápido\n • Pode se mover enquanto está agachado [ff595f]5%[-] mais rápido"
FuriousRamsayAttHunterRank05Desc,Caçador [46aba1]Nível 5[-] ([I]Progresso[/I]: [75d181]{cvar($varFuriousRamsayHunter5Perc:0)}%[-])
FuriousRamsayAttHunterRank05LongDesc,"No [aceefc][U]NÍVEL 5[/U][-], você:\n • Consegue andar [ff595f]6,25%[-] mais rápido\n • Consegue correr [ff595f]6,25%[-] mais rápido\n • Pode se mover enquanto está agachado [ff595f]6,25%[-] mais rápido"
FuriousRamsayAttHunterRank06Desc,Hunter [46aba1]Nível 6[-] ([I]Progresso[/I]: [75d181]{cvar($varFuriousRamsayHunter6Perc:0)}%[-])
FuriousRamsayAttHunterRank06LongDesc,"No [aceefc][U]LEVEL 6[/U][-], você:\n • Consegue andar [ff595f]7,5%[-] mais rápido\n • Consegue correr [ff595f]7,5%[-] mais rápido\n • Pode se mover enquanto está agachado [ff595f]7,5%[-] mais rápido"
FuriousRamsayAttHunterRank07Desc,Caçador [46aba1]Nível 7[-] ([I]Progresso[/I]: [75d181]{cvar(varFuriousRamsayHunter7Perc:0)}%[-])
FuriousRamsayAttHunterRank07LongDesc,"No [aceefc][U]LEVEL 7[/U][-], você:\n • Consegue andar [ff595f]8,75%[-] mais rápido\n • Consegue correr [ff595f]8,75%[-] mais rápido\n • Pode se mover enquanto está agachado [ff595f]8,75%[-] mais rápido"
FuriousRamsayAttHunterRank08Desc,Hunter [46aba1]Nível 8[-] ([I]Progresso[/I]: [75d181]{cvar($varFuriousRamsayHunter8Perc:0)}%[-])
FuriousRamsayAttHunterRank08LongDesc,"No [aceefc][U]LEVEL 8[/U][-], você:\n • Consegue andar [ff595f]10%[-] mais rápido\n • Consegue correr [ff595f]10%[-] mais rápido\n • Pode se mover enquanto está agachado [ff595f]10%[-] mais rápido"
FuriousRamsayAttHunterRank09Desc,Hunter [46aba1]Nível 9[-] ([I]Progresso[/I]: [75d181]{cvar($varFuriousRamsayHunter9Perc:0)}%[-])
FuriousRamsayAttHunterRank09LongDesc,"No [aceefc][U]NÍVEL 9[/U][-], você:\n • Consegue andar [ff595f]11,25%[-] mais rápido\n • Consegue correr [ff595f]11,25%[-] mais rápido\n • Pode se mover enquanto está agachado [ff595f]11,25%[-] mais rápido"
FuriousRamsayAttHunterRank10Desc,Caçador [46aba1]Nível 10[-] ([I]Progresso[/I]: [75d181]{cvar($varFuriousRamsayHunter10Perc:0)}%[-])
FuriousRamsayAttHunterRank10LongDesc,"No [aceefc][U]LEVEL 10[/U][-], você:\n • Consegue andar [ff595f]12,5%[-] mais rápido\n • Consegue correr [ff595f]12,5%[-] mais rápido\n • Pode se mover enquanto está agachado [ff595f]12,5%[-] mais rápido"
furiousramsayattknowledge,Conhecimento
FuriousRamsayAttKnowledgeDesc,"Sua sobrevivência dependerá em parte do que você aprender, especialmente devido à sua recente perda de memória."
FuriousRamsayAttKnowledgeName,Conhecimento
FuriousRamsayAttKnowledgeRank01Desc,Conhecimento [46aba1]Nível 1[-]
FuriousRamsayAttKnowledgeRank01LongDesc,"Embora esteja sofrendo de perda de memória, você se sente um aprendiz rápido e pode aprender coisas novas com bastante rapidez se conseguir encontrar alguns livros."
furiousramsayattmadman,O louco
FuriousRamsayAttMadmanDesc,"O [e8a276]MADMAN[-] é especializado em velocidade de ataque mais rápida.\n\n[a588a6]FORTES[-]: Soco-inglês, Explosivos e Submetralhadoras"
FuriousRamsayAttMadmanName,O louco
FuriousRamsayAttMadmanRank01Desc,Louco [46aba1]Nível 1[-] ([I]Progresso[/I]: [75d181]{cvar($varFuriousRamsayMadman1Perc:0)}%[-])
FuriousRamsayAttMadmanRank01LongDesc,"No [aceefc][U]LEVEL 1[/U][-], você:\n • Ataca [ff595f]2,5%[-] mais rápido com Knuckles"
FuriousRamsayAttMadmanRank02Desc,Louco [46aba1]Nível 2[-] ([I]Progresso[/I]: [75d181]{cvar($varFuriousRamsayMadman2Perc:0)}%[-])
FuriousRamsayAttMadmanRank02LongDesc,"No [aceefc][U]LEVEL 2[/U][-], você:\n • Ataca [ff595f]5%[-] mais rápido com Knuckles\n • Pode criar iscas de [53adbd]Tier 1[-]"
FuriousRamsayAttMadmanRank03Desc,Louco [46aba1]Nível 3[-] ([I]Progresso[/I]: [75d181]{cvar($varFuriousRamsayMadman3Perc:0)}%[-])
FuriousRamsayAttMadmanRank03LongDesc,"No [aceefc][U]LEVEL 3[/U][-], você:\n • Ataca [ff595f]7,5%[-] mais rápido com Knuckles"
FuriousRamsayAttMadmanRank04Desc,Louco [46aba1]Nível 4[-] ([I]Progresso[/I]: [75d181]{cvar($varFuriousRamsayMadman4Perc:0)}%[-])
FuriousRamsayAttMadmanRank04LongDesc,"No [aceefc][U]LEVEL 4[/U][-], você:\n • Ataca [ff595f]10%[-] mais rápido com Knuckles\n • Pode criar iscas de [53adbd]Tier 2[-]"
FuriousRamsayAttMadmanRank05Desc,Louco [46aba1]Nível 5[-] ([I]Progresso[/I]: [75d181]{cvar($varFuriousRamsayMadman5Perc:0)}%[-])
FuriousRamsayAttMadmanRank05LongDesc,"No [aceefc][U]LEVEL 5[/U][-], você:\n • Ataca [ff595f]12,5%[-] mais rápido com Knuckles"
FuriousRamsayAttMadmanRank06Desc,Louco [46aba1]Nível 6[-] ([I]Progresso[/I]: [75d181]{cvar($varFuriousRamsayMadman6Perc:0)}%[-])
FuriousRamsayAttMadmanRank06LongDesc,"No [aceefc][U]LEVEL 6[/U][-], você:\n • Ataca [ff595f]15%[-] mais rápido com Knuckles\n • Pode criar iscas de [53adbd]Tier 3[-]"
FuriousRamsayAttMadmanRank07Desc,Louco [46aba1]Nível 7[-] ([I]Progresso[/I]: [75d181]{cvar($varFuriousRamsayMadman7Perc:0)}%[-])
FuriousRamsayAttMadmanRank07LongDesc,"No [aceefc][U]LEVEL 7[/U][-], você:\n • Ataca [ff595f]17,55%[-] mais rápido com Knuckles"
FuriousRamsayAttMadmanRank08Desc,Louco [46aba1]Nível 8[-] ([I]Progresso[/I]: [75d181]{cvar($varFuriousRamsayMadman8Perc:0)}%[-])
FuriousRamsayAttMadmanRank08LongDesc,"No [aceefc][U]LEVEL 8[/U][-], você:\n • Ataca [ff595f]20%[-] mais rápido com Knuckles\n • Pode criar iscas de [53adbd]Tier 4[-]"
FuriousRamsayAttMadmanRank09Desc,Louco [46aba1]Nível 9[-] ([I]Progresso[/I]: [75d181]{cvar($varFuriousRamsayMadman9Perc:0)}%[-])
FuriousRamsayAttMadmanRank09LongDesc,"No [aceefc][U]LEVEL 9[/U][-], você:\n • Ataca [ff595f]25%[-] mais rápido com Knuckles"
FuriousRamsayAttMadmanRank10Desc,Louco [46aba1]Nível 10[-] ([I]Progresso[/I]: [75d181]{cvar($varFuriousRamsayMadman10Perc:0)}%[-])
FuriousRamsayAttMadmanRank10LongDesc,"No [aceefc][U]LEVEL 10[/U][-], você:\n • Ataca [ff595f]30%[-] mais rápido com Knuckles\n • Pode criar iscas de [53adbd]Tier 5[-]"
furiousramsayattmisery,Miséria
FuriousRamsayAttMiseryDesc,Parabéns! Seu ambiente está se tornando cada vez mais desafiador.\n\nOs zumbis evoluem à medida que você [b658c4]os mata[-] e à medida que você [bec257]aumenta de nível[-].
FuriousRamsayAttMiseryName,Miséria
FuriousRamsayAttMiseryRank01Desc,Miséria [46aba1]Nível 1[-]
FuriousRamsayAttMiseryRank01LongDesc,Você tem a sensação de que seu ambiente está em constante evolução.\n\nVocê terá que se ajustar ao que vier a seguir.
FuriousRamsayAttributeBerserkerClass,Livro da Classe Berserker
FuriousRamsayAttributeBerserkerClass1,Fragmento do Livro Berserker [95c9a3]1/2[-]
FuriousRamsayAttributeBerserkerClass1Desc,"Use este fragmento [FF0000]BERSERKER[-] [95c9a3]1/2[-] e um fragmento [FF0000]BERSERKER[-] [95c9a3]2/2[-] para criar um livro.\n\nLeia o livro para desbloqueie a classe [FF0000]BERSERKER[-].\n\nEste fragmento pode ser criado a partir de qualquer fragmento [91c9c6]Melee Expertise[-] das seguintes classes: [53adbd]HUNTER[-], [c256fc]BUILDER[-] , [ff5b69]BUTCHER[-], [736fe3]TECHNOGEEK[-] ou [724c70]WITCH DOCTOR[-]."
FuriousRamsayAttributeBerserkerClass2,Fragmento do Livro Berserker [95c9a3]2/2[-]
