Key,brazilian
DFzombieChildFemaleFeral,Garota Feral Falecida
DFzombieChildFemaleFeral2,Feral Tarty Adolescente
DFzombieChildFemaleWeak,Garota falecida em decomposição
DFzombieChildMale,Jovem fã
DFzombieChildMale2,Criança purulenta
DFzombieChildMale2Weak,Criança purulenta em decomposição
DFzombieChildMale3,Adolescente resistente
DFzombieChildMale3Weak,Decadente adolescente resistente
DFzombieChildMaleFeral,Jovem fã selvagem
DFzombieChildMaleFeral2,Criança Feral Purulenta
DFzombieChildMaleFeral3,Feral Resistente Adolescente
DFzombieChildMaleWeak,Jovem fã decadente
DFzombieDoctorFemale,Ex-médico
DFzombieDoctorFemaleFeral,Feral Ex-Médico
DFzombieDoctorFemaleWeak,Ex-médico decadente
DFzombieDoctorMale,Ex-médico
DFzombieDoctorMaleFeral,Feral Ex-Médico
DFzombieDoctorMaleWeak,Ex-médico decadente
DFzombieMaleStripper,Stripper Zumbi
DFzombieMaleStripperFeral,Stripper zumbi selvagem
DFzombieMaleStripperWeak,Stripper zumbi decadente
DFzombieTitan,Titã Zumbi
DFzombieTitanRadiated,Titã Irradiado
dialog_trader_response_jobshaveT1,Você tem algum trabalho básico? (Nível I)
dialog_trader_response_jobshaveT2,Você tem algum trabalho fácil? (Nível II)
dialog_trader_response_jobshaveT3,Você tem algum emprego mediano? (Nível III)
dialog_trader_response_jobshaveT4,Você tem algum trabalho difícil? (Nível IV)
dialog_trader_response_jobshaveT5,Você tem algum trabalho muito difícil? (Nível V)
DoorControlRelay,Relé de controle de porta
DoughDesc,Usado principalmente para fazer pão.
drugDiazepam,Diazepam
drugDiazepamDesc,Uma droga frequentemente usada por atiradores de elite para acalmar os nervos e reduzir o tremor nas mãos.
drugHerbalAntibioticsRecipeSchematic,Receita de antibióticos à base de ervas
drugHerbalAntibioticsRecipeSchematicDesc,Leia esta antiga receita do curandeiro indiano Navezgane Apache para aprender como fazer antibióticos à base de ervas.
DukeRiverFactionSchematic,Mestre do disfarce
DukeRiverFactionSchematicDesc,Leia isto para mudar para a facção Duke!
dummyBlock9,Bloco fictício
Elevator1x1ControlFloor,Piso de controle do elevador (1x1)
Elevator1x1Floor,Piso Elevador (1x1)
Elevator2x2ControlFloor,Piso de controle do elevador (2x2)
Elevator2x2Floor,Piso Elevador (2x2)
Elevator3x3ControlFloor,Piso de controle do elevador (3x3x3)
Elevator3x3Floor,Piso Elevador (3x3x3)
Elevator4x6ControlFloor,Piso de controle do elevador (4x6)
Elevator4x6Floor,Piso Elevador (4x6)
Elevator6x8ControlFloor,Piso de controle do elevador (6x8)
Elevator6x8Floor,Piso do Elevador (6x8)
ElevatorControlFloor,Piso de controle do elevador (3x4x3)
ElevatorControlFloorDesc,"Piso de controle do elevador. Cada elevador requer 1 andar de controle, adicione quantos andares normais desejar usando o bloco correspondente para este elevador."
ElevatorFloor,Piso Elevador (3x4x3)
ElevatorFloorDesc,"Piso do elevador. Usado para adicionar andares adicionais ao seu elevador, você deve ter 1 andar de controle correspondente para que seu elevador funcione."
ElevatorPlatform3x1x3ControlFloor,Piso de controle do elevador (3x1x3)
ElevatorPlatformFloor3x1x3,Piso Elevador (3x1x3)
emptyBowlDesc,Uma tigela de barro vazia pode ser enchida em fontes de água usando a ação secundária ou usada em outras receitas
energyCellDesc,Usado como munição para armas a laser e para consertar outros itens relacionados ao laser.\nA receita rende 20.
enrichedUraniumDesc,Altamente radioativo. Você provavelmente não deveria enfiar isso nos bolsos!
entitycommand_FollowMe,Me siga.
entitycommand_HangOut,Hangout por aqui.
entitycommand_Hire,"Por favor, junte-se a mim (contrate)"
entitycommand_Milk,Leite
entitycommand_Patrol,"Por favor, patrulhe esta área."
entitycommand_Pet,Bicho de estimação
entitycommand_SetPatrol,Definir ponto inicial de patrulha
entitycommand_StayHere,Fique aqui.
entitycommand_TellMe,Fale sobre você.
EntityLootContainerBehemothDemon,Saque descartado
EntityLootContainerBehemothRadiated,Saque descartado
EntityLootContainerBehemothRegular,Saque descartado
EntityLootContainerBikerDemon,Saque descartado
EntityLootContainerBikerFeral,Saque descartado
EntityLootContainerBikerRadiated,Saque descartado
EntityLootContainerBikerRegular,Saque descartado
EntityLootContainerBoar,Saque descartado
EntityLootContainerBusinessDemon,Saque descartado
EntityLootContainerBusinessManDemon,Saque descartado
EntityLootContainerBusinessManFeral,Saque descartado
EntityLootContainerBusinessManFeralRad,Saque descartado
EntityLootContainerBusinessManRegular,Saque descartado
EntityLootContainerBusinesswomanRegular,Saque descartado
EntityLootContainerCheerleaderDemon,Saque descartado
EntityLootContainerCheerleaderRegular,Saque descartado
EntityLootContainerCopDemon,Saque descartado
EntityLootContainerCopFeral,Saque descartado
EntityLootContainerCopRad,Saque descartado
EntityLootContainerCopRadFeral,Saque descartado
EntityLootContainerCopRegular,Saque descartado
EntityLootContainerCow,Saque descartado
EntityLootContainerCowboyFeral,Saque descartado
EntityLootContainerCowboyRad,Saque descartado
EntityLootContainerCowboyRadFeral,Saque descartado
EntityLootContainerCowboyRegular,Saque descartado
EntityLootContainerDemo,Saque descartado
EntityLootContainerDemoMutated,Saque descartado
EntityLootContainerFarmerDemon,Saque descartado
EntityLootContainerFarmerFeral,Saque descartado
EntityLootContainerFarmerRad,Saque descartado
EntityLootContainerFarmerRadFeral,Saque descartado
EntityLootContainerFarmerRegular,Saque descartado
EntityLootContainerFatDemon,Saque descartado
EntityLootContainerFootballPlayerRegular,Saque descartado
EntityLootContainerGenericDemon,Saque descartado
EntityLootContainerGenericRegular,Saque descartado
EntityLootContainerGenericStrong,Saque descartado
EntityLootContainerGoat,Saque descartado
EntityLootContainerHawaiianFeral,Saque descartado
EntityLootContainerHawaiianRadiated,Saque descartado
EntityLootContainerHawaiianRegular,Saque descartado
EntityLootContainerHazmatDemon,Saque descartado
EntityLootContainerHazmatFeral,Saque descartado
EntityLootContainerHazmatRad,Saque descartado
EntityLootContainerHazmatRadFeral,Saque descartado
EntityLootContainerHazmatRegular,Saque descartado
EntityLootContainerIncubus,Saque descartado
EntityLootContainerIncubusEmpowered,Saque descartado
EntityLootContainerLabDemon,Saque descartado
EntityLootContainerLabFeral,Saque descartado
EntityLootContainerLabFeralRad,Saque descartado
EntityLootContainerLabRegular,Saque descartado
EntityLootContainerLumberjackDemon,Saque descartado
EntityLootContainerMeleeNPC,Saque descartado
EntityLootContainerMoeDemon,Saque descartado
EntityLootContainerMoeFeral,Saque descartado
EntityLootContainerMoeFeralRad,Saque descartado
EntityLootContainerMoeRegular,Saque descartado
EntityLootContainerNurseDemon,Saque descartado
EntityLootContainerNurseFeral,Saque descartado
EntityLootContainerNurseRad,Saque descartado
EntityLootContainerNurseRadFeral,Saque descartado
EntityLootContainerNurseRegular,Saque descartado
EntityLootContainerOldTimerDemon,Saque descartado
EntityLootContainerPrepperDemon,Saque descartado
EntityLootContainerPrepperFeral,Saque descartado
EntityLootContainerPrepperFeralRad,Saque descartado
EntityLootContainerPrepperRad,Saque descartado
EntityLootContainerPrepperRegular,Saque descartado
EntityLootContainerRabbit,Saque descartado
EntityLootContainerSheep,Saque descartado
EntityLootContainerSkateboarderDemon,Saque descartado
EntityLootContainerSkateboarderFeral,Saque descartado
EntityLootContainerSkateboarderFeralRad,Saque descartado
EntityLootContainerSkateboarderRad,Saque descartado
EntityLootContainerSkateboarderRegular,Saque descartado
EntityLootContainerSnowFeral,Saque descartado
EntityLootContainerSnowRad,Saque descartado
EntityLootContainerSnowRadFeral,Saque descartado
EntityLootContainerSnowRegular,Saque descartado
EntityLootContainerSoldierDemon,Saque descartado
EntityLootContainerSoldierFeral,Saque descartado
EntityLootContainerSoldierRad,Saque descartado
EntityLootContainerSoldierRadFeral,Saque descartado
EntityLootContainerSoldierRegular,Saque descartado
EntityLootContainerStripperDemon,Saque descartado
EntityLootContainerStripperFeral,Saque descartado
EntityLootContainerStripperRadiated,Saque descartado
EntityLootContainerStripperRegular,Saque descartado
EntityLootContainerSuccubus,Saque descartado
EntityLootContainerSuccubusEmpowered,Saque descartado
EntityLootContainerSurvivor,Saque descartado
EntityLootContainerTraderRegular,Saque descartado
EntityLootContainerUtilityDemon,Saque descartado
EntityLootContainerUtilityWorkerDemon,Saque descartado
EntityLootContainerUtilityWorkerFeral,Saque descartado
EntityLootContainerUtilityWorkerRadiated,Saque descartado
EntityLootContainerUtilityWorkerRegular,Saque descartado
EntityLootContainerWightDemon,Saque descartado
EntityLootContainerWightRegular,Saque descartado
EntityLootContainerWolf,Saque descartado
Eve_Quest1_clear,O teste
Eve_Quest1_clear_offer,Recebi uma linha sobre um lugar repleto de saques e algumas dicas sobre o que causou essa tempestade de merda. Mas você terá que provar seu valor primeiro.
Eve_Quest1_completion,"Isso foi apenas um teste para ver o que você pode fazer. Bom trabalho. Aqui está uma coisinha para ajudá-lo. Lembre-se de onde estou, porque tenho outra tarefa para você."
Eve_Quest1_description,Vá para [DECEA3]{poi.name}[-] e mate todos os zumbis que encontrar.
Eve_Quest1_response,Limpar ([DECEA3]{poi.distance}[-])
Eve_Quest1_statement,Limpe os dormentes e volte para mim.
Eve_Quest1_subtitle,Limpe os dormentes
Eve_Quest2_completion,"Bom trabalho. Eu realmente precisava desses suprimentos e você conquistou minha confiança. Aqui está uma pequena recompensa para ajudá-lo. Lembre-se de onde estou, porque tenho outra tarefa para você."
Eve_Quest2_description,"Vá para [DECEA3]{poi.name}[-] e recupere a remessa. Cuidado, não sei o que tem aí."
Eve_Quest2_fetch,O Favor
Eve_Quest2_response,Buscar ([DECEA3]{poi.distance}[-])
Eve_Quest2_statement,Traga de volta a remessa.
Eve_Quest2_subtitle,Recupere os suprimentos
Eve_Quest3_completion,Você conseguiu o que eu precisava e agora aprendeu algo sobre o que o governo estava fazendo. Talvez eu te veja por aí no futuro.
Eve_Quest3_description,Vá para [DECEA3]{poi.name}[-] e recupere a remessa. Espere forte resistência. Você precisará de cartões verdes para acessar o bunker.
Eve_Quest3_fetch,A recompensa
Eve_Quest3_response,Buscar ([DECEA3]{poi.distance}[-])
Eve_Quest3_statement,Traga de volta a remessa.
Eve_Quest3_subtitle,Recupere os suprimentos
EveNoWorkResponseText,Ei. Você tem algum trabalho?
EveNoWorkStatementText,Não. Eu não confio em você. Obtenha a confiança de Razor primeiro.
EveQuestAskText,Você tem algum emprego?
EveQuestOfferText,Claro. Eu tenho algumas tarefas que você pode executar
EveQuestOne,Missão - O Teste
EveQuestThree,Missão – A recompensa
EveQuestTwo,Missão - O Favor
fireaxeScrapDesc,O machado de fogo é bom para colher madeira e tem mais chance de desmembrar do que a maioria das armas.\n\nRestos para Ferro.\nReparado com Ferro.
fireaxeTitaniumDesc,O machado de fogo é bom para colher madeira e tem mais chance de desmembrar do que a maioria das armas.\n\nRestos para Ferro.\nReparado com kits de reparo.
flagCanvas,Tela de bandeira
flagCanvasDesc,Pano costurado para formar um grande pedaço de tela em branco para que você possa fazer sua própria bandeira.
flagDesc,Uma bandeira que pode ser colocada e recolhida. Útil para marcar pontos de interesse.
FlagGuppy,Bandeira Posicionável
FlagInfection,Bandeira Posicionável
FlagLooted,Bandeira Posicionável
flagPole,Pólo de bandeira
flagPoleDesc,Usado para pendurar pedaços de pano e fingir que são bandeiras.
FlagRadiation,Bandeira Posicionável
FlagRepo,Bandeira Posicionável
FlagSheldon,Bandeira Posicionável
FlagSphereii,Bandeira Posicionável
FlagUSA,Bandeira Posicionável
FlourDesc,Também útil na panificação.
foodCookedChickenSoup,Canja De Frango Cozida
foodCookedChili,Pimentão Cozido
foodCookedMiso,Missô Cozido
foodCookedPasta,Massa Cozida
foodCookedPeaSoup,Sopa De Ervilha Cozida
foodCookedShamSoup,Sopa de farsa cozida
forgedTitaniumDesc,"Pode ser fabricado na forja e usado para fabricar, reparar e atualizar uma variedade de coisas."
fruitSaladDesc,"Fácil de fazer, sacia e faz bem!"
fuelLogDesc,Feito de seiva e madeira. Queima mais que madeira ou carvão.
futureTechBookDesc,Parece que algumas pessoas estavam trabalhando em tecnologia laser antes do apocalipse. Este livro vai te ensinar como fazer isso.
goAnimals,{0} Animais
goCustomAdvancedPlayerFeaturesAntiNerdPole,Desativar Nerd-Poling
goCustomAdvancedPlayerFeaturesAntiNerdPoleDesc,Desativa a colocação de blocos ao saltar.
goCustomAdvancedPlayerFeaturesExtendedSigns,Permitir sinais aprimorados
goCustomAdvancedPlayerFeaturesExtendedSignsDesc,"Se ativado, permite que os jogadores coloquem links imgur em placas para exibir imagens."
goCustomAdvancedPlayerFeaturesOneBlockCrouch,Permitir agachamento de um bloco
goCustomAdvancedPlayerFeaturesOneBlockCrouchDesc,Permite que o jogador se agache em aberturas de 1 bloco.
goCustomAdvancedPlayerFeaturesSoftHands,Mãos Suaves
goCustomAdvancedPlayerFeaturesSoftHandsDesc,"Se ativado, o jogador sofrerá danos ao socar com as mãos nuas"
goCustomAdvancedPlayerFeaturesVehicleNoTake,Desativar coleta de veículo
goCustomAdvancedPlayerFeaturesVehicleNoTakeDesc,Desativa a retirada de veículos
goCustomAdvancedTroubleshootingFeaturesAnimatorMapper,Mapeador de Animação
goCustomAdvancedTroubleshootingFeaturesAnimatorMapperDesc,Mapeador de Animação
goCustomAdvancedTroubleshootingFeaturesComponentMapper,Mapeador de componentes
goCustomAdvancedTroubleshootingFeaturesComponentMapperDesc,Mostra mapa de componentes de entidades
goCustomAdvancedTroubleshootingFeaturesPhysicsBody,Corpo de Física Verbose
goCustomAdvancedTroubleshootingFeaturesPhysicsBodyDesc,Permite solução de problemas do Physics Body para modelos
goCustomAdvancedTroubleshootingFeaturesVerboseXMLParser,Analisador XML detalhado
goCustomAdvancedTroubleshootingFeaturesVerboseXMLParserDesc,Permite solução de problemas XML muito detalhada para alguns arquivos XML.
goCustomAdvancedUIDisableXPIconNotification,Desativar notificação de ícone XP
goCustomAdvancedUIDisableXPIconNotificationDesc,Desativa o pop-up do XP na IU
goCustomAdvancedZombieFeaturesHeadshotOnly,Apenas tiro na cabeça
goCustomAdvancedZombieFeaturesHeadshotOnlyDesc,Permita que os zumbis só se machuquem se forem atingidos na cabeça.
goCustomAdvancedZombieFeaturesRandomSize,Zumbis de tamanho aleatório
goCustomAdvancedZombieFeaturesRandomSizeDesc,Permitir que os zumbis tenham tamanhos aleatórios
goCustomAdvancedZombieFeaturesRandomWalk,Tipos de passeio aleatório
goCustomAdvancedZombieFeaturesRandomWalkDesc,Permitir que zumbis tenham tipos de caminhada aleatória
goCustomCaveConfigurationCaveEnabled,Habilitar Cavernas
goCustomCaveConfigurationCaveEnabledDesc,Habilitar suporte para cavernas
goCustomCaveConfigurationCaveType,Tipo de caverna
goCustomCaveConfigurationCaveTypeDesc,Decida que tipo de sistema de cavernas gerar.
goCustomCropManagementCropEnable,Habilitar Água Avançada
goCustomCropManagementCropEnableDesc,"Permite plantas que necessitam de água, permite tubulações, etc."
goCustomErrorHandlingNoExceptionHijack,Ocultar referências nulas
goCustomErrorHandlingNoExceptionHijackDesc,"SOMENTE DEBUG! Se ativado, impede que referências nulas descartem o console. "
goCustomFireManagementCheckInterval,Intervalo de queima de fogo
goCustomFireManagementCheckIntervalDesc,"Com que rapidez, em segundos, o fogo se espalhará."
goCustomFireManagementFireDamage,Dano de Fogo
goCustomFireManagementFireDamage,"Quanto dano, por intervalo de verificação, os blocos sofrem devido ao dano."
goCustomFireManagementFireEnable,Ativar propagação de fogo
goCustomFireManagementFireEnableDesc,Permita que o fogo seja ignorado e se espalhe para outros blocos
goCustomFireManagementSmokeTime,Hora de fumar
goCustomFireManagementSmokeTimeDesc,Quanto tempo dura a fumaça no bloco extinto.
goCustomFoodSpoilageFoodSpoilage,Deterioração de Alimentos
goCustomFoodSpoilageFoodSpoilageDesc,A deterioração de alimentos requer um modlet adicional que permitiria a deterioração de alimentos nos itens.
goCustomSCoreAdvanced,Somente depuração
goCustomThemeSpook,Ativar tema assustador
goCustomThemeSpookDesc,Efeitos perpétuos de lua de sangue ativados
goDifficulty7,Inferno na Terra
goHours,{0} Horas
goKillXHairrs,Sem mira
goKillXHairrsDesc,"Desativa a mira no jogo. Todas as miras. Sim, incluindo corpo a corpo e sem mirar"
goLandClaimCount,Valor da reivindicação
goLandClaimCountDesc,A quantidade de bloqueios de reivindicação de terras que um jogador pode ter ativos.
goLandClaimCountValue,{0} bloco
goLandClaimCountValues,{0} blocos
goMaxAnimals,Max Animais Vivos
goMaxAnimalsDesc,Quantidade máxima de animais que podem desovar no mundo.
goMaxZombies,Max Zumbis Vivos
goMaxZombiesDesc,Quantidade máxima de zumbis que podem surgir no mundo.
goSHZombiesMax,Horda Gritadora Zumbis Max
goSHZombiesMaxDesc,Quantidade máxima de zumbis que o gritador pode gerar
goSHZombiesMin,Horda Gritadora de Zumbis Min
goSHZombiesMinDesc,Quantidade mínima de zumbis que o gritador pode gerar
goWHHoursMax,Horas máximas da Horda Errante
goWHHoursMaxDesc,"Ao gerar um número aleatório para quando a horda errante pode aparecer, o jogo usa isso como máximo"
goWHHoursMin,Horas mínimas da Horda Errante
goWHHoursMinDesc,"Ao gerar um número aleatório para quando a horda errante pode aparecer, o jogo usa isso no mínimo"
goWHZombiesMax,Horda Errante de Zumbis Max
goWHZombiesMaxDesc,Quantidade máxima de zumbis que a horda errante pode gerar
goWHZombiesMin,Horda Errante de Zumbis Min
goWHZombiesMinDesc,Quantidade mínima de zumbis que a horda errante pode gerar
goZombies,{0} Zumbis
goZombies,{0} Zumbis
grilledYuccaDesc,"Não hidrata você gosta da matéria crua, mas não vai te dar merda."
growingLight,Crescendo Luz
growingLightDesc,Luz artificial que permite que as plantas cresçam no subsolo. É necessário para as sementes modificadas.
gunAR15Desc,Para quando algo absolutamente tem que morrer numa saraivada de balas. Usa cartuchos de 9 mm.\n\nRecortes para passar.\nReparado com kits de reparo.
gunBowFailnot,[DECEA3]Não falha[-]
gunBowFailnotDesc,"Dizem que é o arco de um cavaleiro lendário. Supostamente, ela nunca erra.\nEsta arma não tem recuo e é muito precisa.\n\nRestos na madeira.\nReparada com madeira.\nDesativa a regeneração demoníaca e fortalecida."
gunCoilpistolDesc,Pistola magnum avançada que usa ímãs elétricos para lançar um projétil. Usa 44 cartuchos Magnum Coilrounds.\n\nRestos para passar a ferro.\nReparado com kits de reparo.\nDesativa a regeneração demoníaca.
gunCoilRifleDesc,"Carabina avançada que usa ímãs elétricos para lançar um projétil. Usa bobinas de 7,62 mm.\n\nRecortes para passar a ferro.\nReparado com kits de reparo.\nDesativa a regeneração demoníaca."
gunCoilSniperDesc,"Rifle de precisão avançado que usa ímãs elétricos para lançar um projétil. Usa bobinas de 7,62 mm.\n\nRecortes para passar a ferro.\nReparado com kits de reparo.\nDesativa a regeneração demoníaca."
gunCombatShotgunDesc,Para quando algo realmente precisa morrer em meio a uma chuva de cartuchos de espingarda ou balas.\n\nRestos para Ferro.\nReparado com Kits de Reparo.
gunM4A1Desc,"Para quando algo absolutamente tem que morrer numa saraivada de balas. Usa 7,62 rodadas.\n\nRecortes para passar.\nReparado com kits de reparo."
gunMGT2TacticalAR,Rifle tático semiautomático
gunP225Desc,Pistola que usa munição 9mm. Mais precisa que a pistola padrão e possui um carregador maior.\n\nRestos para passar a ferro.\nReparado com kits de reparo.
gunWinchesterRifleDesc,Maior poder de parada do que um rifle padrão com carregador maior. Usa 44 cartuchos magnum.\n\nRecortes para passar.\nReparado com kits de reparo.
hoeScrapDesc,A enxada de jardinagem de sucata é uma ótima ferramenta para transformar solo pobre em solo fértil para o plantio.\n\nRestos para Ferro.\nReparado com Ferro.
HollowPointTipDesc,Essas pontas de bala foram escavadas para maximizar o dano.
houseFrontDoor1_v1_locked,Porta da frente da casa
houseFrontDoor1_v2_locked,Porta da frente da casa
houseFrontDoor1_v3_locked,Porta da frente da casa
houseFrontDoor2_v1_locked,Porta da frente da casa
houseFrontDoor2_v2_locked,Porta da frente da casa
houseFrontDoor2_v3_locked,Porta da frente da casa
idcAdvancedBasins,Bacias Expandidas
idcAdvancedBasinsDesc,Bacias de plantas maiores para hidroponia. Aumenta o número de slots de saída em 30.
idcBtnSort,Organizar
idcGrowLights,Crescer luzes
idcGrowLightsDesc,Luzes crescentes. Aumenta a velocidade das bacias hidropônicas em 30%.
idcHydroponicsBasin,Bacia Hidropônica
idcHydroponicsBasinDesc,"Uma bacia hidropônica. Cultivará colheitas num espaço compacto, desde que sejam fornecidas água, sementes e uma bateria. Opcionalmente, o fertilizante pode ser adicionado para aumentar o rendimento da colheita."
idcHydroponicsBasinVertical,Bacia Hidropônica (Vertical)
idcHydroponicsTip,"Esteja você cultivando em excesso para alimentar todos os seus amigos e familiares ou querendo vender suas colheitas, a hidroponia é a melhor opção.\n\nUsando a bacia hidropônica vertical ou a bacia hidropônica, você pode cultivar suas colheitas na privacidade de sua preferência. casa, longe da influência zumbi. Cada bacia possui 10 slots. Você só pode cultivar uma cultura por vez na bacia. Você precisará de água e de uma bateria de carro para começar.\n\nLuzes de cultivo podem ser adicionadas para tempos de crescimento mais rápidos.\nO fertilizante adiciona um multiplicador de 2X à produção das plantações.\nBacias avançadas aumentam a produção para 40 slots.\ n\nAs bacias devem ficar em um tubo de irrigação ou diretamente acima de um bloco de água.\n\nCada ciclo de cultivo consumirá 50 de água, 25 de fertilizante e 5 de saúde da bateria."
idcHydroponicsTip_title,Hidroponia
idcLabelGrowLights,Ferramentas
idcStorageMachine,VAZIO
idcStorageMachineDesc,O Vault Operated Interdimensional Device (V.O.I.D) é a máquina mais avançada conhecida neste mundo. Capaz de transformar itens em pó e jogá-los nas estrelas apenas para poder recuperá-los a qualquer momento.\n\nArmazena 65.000 pilhas de itens.
idcVOIDRemote,V.O.I.D remoto
idcVOIDRemoteDesc,Um controle remoto para controlar V.O.I.D. Clique com o botão esquerdo para vincular o controle remoto a um V.O.I.D. Clique com o botão direito para abrir o inventário do V.O.I.D vinculado.
idcXuiBattery,Bateria
idcXuiChangeName,Alterar nome
idcXuiCount,Contar
idcXuiFertilizer,Fertilizante
idcXuiFertilizerBar,Nível de fertilizante
idcXuiHydroponics,Plantas
idcXuiItem,Item
idcXuiItemName,Nome do item
idcXuiOutputsLabel,Resultados
idcXuiSeed,Semente
idcXuiWater,Nível da água
Incubus,Íncubo
IncubusKing,Patriarca Incubus
inkDesc,Usado para criar seus próprios livros de habilidades e missões.
invisibleRecipesForRepairCost,"Apenas saque, não pode ser criado"
irrigationPipeCapEmpty,Tubo de irrigação (tampa)
irrigationPipeCapFull,"Tubo de irrigação (tampa, cheio)"
irrigationPipeCornerEmpty,Tubo de irrigação (canto)
irrigationPipeCornerFull,"Tubo de irrigação (canto, completo)"
irrigationPipeJointEmpty,Tubo de irrigação (junta em T)
irrigationPipeJointFull,"Tubo de irrigação (junta em T, completo)"
irrigationPipeStraightEmpty,Tubo de irrigação (reto)
irrigationPipeStraightFull,"Tubo de irrigação (reto, completo)"
irrigationPipeVariantHelper,Tubos de irrigação (todos os formatos)
irrigationPipeVariantHelperDesc,"Tubulações para irrigação agrícola. Estes estão vazios, demoram a encher e devem ser ligados a uma bomba de irrigação.\nEste bloco permite a seleção de vários formatos."
irrigationPumpEmpty,Bomba de irrigação
irrigationPumpEmptyDesc,Bomba para sistema de irrigação agrícola. Deve ser colocado próximo à água. As tubulações devem ser conectadas a esta bomba para que a fazenda receba água.
irrigationPumpFull,Bomba de irrigação (completa)
irrigationPumpFullDesc,Bloqueio apenas do modo criativo. É para isso que a bomba vazia é atualizada.
irrigationSystemEmptyDesc,"Tubulações para irrigação agrícola. Estes estão vazios, demoram a encher e devem ser ligados a uma bomba de irrigação."
irrigationSystemFullDesc,Bloqueio apenas do modo criativo. É para isso que os tubos de irrigação vazios são atualizados.
jerkyDesc,Dá uma boa quantidade de plenitude e hidratação. Exclusivo para a classe de sobrevivência.
KagesBookDesc,Este livro tem uma única frase escrita nele. NOTAS DE HABILIDADE 4 DIAS!
KeycardDesc,Usado para destravar portas.
KhainesPatreonFund,[DECEA3]Fundo Patreon de Khaine[-]
KhainesPatreonFundDesc,"Um maço de dinheiro com uma nota enrolada. 'Coloque isso de volta onde você encontrou, seu merda! Preciso dele para comprar modelos e café."
LaserPistolDesc,"Tudo fica melhor com lasers! Banco, banco! Usa Células de Energia como munição e pode ser montada com a habilidade certa.\n\nRecortes para Ferro.\nReparado com Kits de Reparo.\nDesativa a Regeneração Demoníaca e Fortalecida."
laserSwordDesc,Tudo fica melhor com lasers! Bom para fatiar e cortar zumbis. Também pode ser usado para cortar carne.\n\nRestos para passar a ferro.\nReparado com células de energia.\nDesativa a regeneração demoníaca e fortalecida.
latheDesc,"Portátil é relativo neste caso, porque ainda é enorme. Usado para fazer peças de armas."
lawnMowerDfTip,"Obrigado por escolher o Lawn Tractor Mod, oferecido a você por ocbMaurice e Zilox (DF Edition).\n\nAmplie o Lawn Tractor com modificadores para torná-lo um veículo agrícola multifuncional. Sem modificadores, ele pode destruir tudo marcado como planta, incluindo suas próprias plantações, então tome cuidado ao dirigir pela sua fazenda. Não causa nenhum dano a mais nada, se você não esbarrar nele. Os itens colhidos, por diversos coletores, são colocados no depósito do veículo. Receitas de veículos básicos são desbloqueadas por [CCFF99]Living Off The Land 1 (Agricultor), Grease Monkey 3 (Mecânico) ou Vehicles for Dummies 2[-].\n\nVocê precisa [C0F030]Pressionar F[-] para ativar o lâminas do cortador, que alternam com as luzes e consomem um pouco mais de combustível quando ativadas.\n\n[FFCC99]Protetor de colheita[-] ([CCFF99]Living Off The Land 1 (Agricultor), Robótica 1 (Mecânico) ou Ferramenta Crafting 1[-]): Proteja suas próprias colheitas de serem ceifadas. [FFCC99]Coletor de grama[-] ([CCFF99]Living Off The Land 2 (Farmer), Robotics 2 (Mechanic) ou Basic Farming Tips 1[-]): Colete fibras vegetais da grama e madeira dos arbustos. [FFCC99]Plant Collector[-] ([CCFF99]Living Off The Land 3 (Farmer), Robotics 3 (Mechanic) ou Basic Farming Tips 2[-]): Pode colher flores e outras plantas pequenas, como café ou cogumelos. O rendimento é baixo, mas você consegue pelo menos um pouquinho. [FFCC99]Colheitadeira[-] ([CCFF99]Living Off The Land 4 (Farmer), Robotics 4 (Mechanic) ou Basic Farming Tips 3[-]): Pode coletar todos os tipos de plantas e colheitas. O rendimento deve ser bom o suficiente para sustentar uma fazenda. [FFCC99]Crop Reseeder[-] ([CCFF99]Living Off The Land 5 (Farmer), Robotics 5 (Mechanic) ou Tool Crafting 4[-]): Use este mod junto com o Crop Harvester para automatizar totalmente sua vida na fazenda. As sementes precisam ser colocadas no armazenamento do veículo, pois você não receberá sementes suficientes durante a colheita."
lawnMowerDfTip_title,Trator de gramado
