Key,brazilian
challengeSurvivalStoriesShort,"Complete a Missão da Coleção de Sobrevivência"
challengeTheBuzz,"O Zumbido"
challengeTheBuzzDesc,"As abelhas são essenciais tanto para a polinização quanto para a produção de mel. Crie, coloque e melhore 1 colmeia para iniciar sua própria colônia."
challengeTheBuzzShort,"Crie, Coloque e Melhore 1 Colmeia"
challengeTimelessElegance,"Elegância Atemporal"
challengeTimelessEleganceDesc,"O tempo pode ter parado para o mundo, mas não para você. Coloque 1 relógio vitoriano para adicionar um toque de elegância à sua moradia."
challengeTimelessEleganceShort,"Coloque 1 Relógio Vitoriano"
challengeTrashToTreasure,"Lixo ao Tesouro"
challengeTrashToTreasureDesc,"O lixo de um sobrevivente é o tesouro de outro. Recupere 100 polímeros de sucata dos restos do velho mundo."
challengeTrashToTreasureShort,"Recupere 100 Polímeros de Sucata"
challengeUpgradedWorkshop,"Iniciando uma Oficina"
challengeUpgradedWorkshopDesc,"Uma oficina melhorada é essencial para fabricar itens avançados. Coloque 1 bancada de trabalho."
challengeUpgradedWorkshopShort,"Coloque 1 Bancada de Trabalho"
challengeWaterCrops,"Regue Suas Plantações"
challengeWaterCropsDesc,"As plantas pararão de crescer a menos que sejam regadas. Elas não morrerão. Então você precisará mantê-las regadas entre cada estágio de crescimento. \n\nUsando seu [DECEA3]Regador[-] regue sua [DECEA3]Semente de Milho (Precisa de Água)[-] e transforme-a em Semente de Milho (Crescendo) para que ela continue a crescer."
challengeWaterCropsShort,Use o regador em suas plantações.
challengeZincGathering,"Coleta de Zinco"
challengeZincGatheringDesc,"O zinco é essencial para a fabricação e sobrevivência. Colha 100 unidades de zinco para demonstrar suas habilidades de coleta."
challengeZincGatheringShort,"Colha 100 Zinco"
christmasDesc,"Da loja de departamentos HN vem um conjunto de alegres guloseimas de férias!"
christmasTree,"Árvore de Natal (Desligada)"
christmasTree01,"Natal - Noite Feliz"
christmasTree01Desc,"Natal - Noite Feliz"
christmasTree02,"Natal - Natal Branco"
christmasTree02Desc,"Natal - Natal Branco"
christmasTree03,"Natal - Jingle Bell Rock"
christmasTree03Desc,"Natal - Jingle Bell Rock"
christmasTree04,"Natal - Holly Jolly Christmas"
christmasTree04Desc,"Natal - Holly Jolly Christmas"
christmasTree05,"Natal - Boas Festas"
christmasTree05Desc,"Natal - Boas Festas"
christmasTree06,"Natal - O Pequeno Tamboril"
christmasTree06Desc,"Natal - O Pequeno Tamboril"
christmasTree07,"Natal - A Época Mais Maravilhosa do Ano"
christmasTree07Desc,"Natal - A Época Mais Maravilhosa do Ano"
christmasTree08,"Natal - Passeio de Trenó"
christmasTree08Desc,"Natal - Passeio de Trenó"
christmasTree09,"Natal - Deixe Nevar, Deixe Nevar, Deixe Nevar"
christmasTree09Desc,"Natal - Deixe Nevar, Deixe Nevar, Deixe Nevar"
christmasTree10,"Natal - Rocking Around the Christmas Tree"
christmasTree10Desc,"Natal - Rocking Around the Christmas Tree"
christmasTree11,"Natal - Natal Está Aqui"
christmasTree11Desc,"Natal - Natal Está Aqui"
christmasTreeDesc,"Mantenha o espírito natalino, mesmo depois que o resto do mundo estiver morto! Use seu controle remoto para mudar a música."
churchSchematic,"Diagrama de Decorações da Igreja"
cntAmmoTableBustedRandomLootHelper,"= Prensa de Munição Destruída = Ajudante Aleatório"
cntAmmoTableBustedRandomLootHelperDesc,"Pode gerar uma prensa de munição. 10% de chance de ser uma funcionando."
cntArcadeMachine,"Máquina de Arcade"
cntATM,"Caixa Eletrônico"
cntAutoWorkbenchBustedRandomLootHelper,"= Bancada de Mecânico Destruída = Ajudante Aleatório"
cntAutoWorkbenchBustedRandomLootHelperDesc,"Pode gerar uma bancada de mecânico. 10% de chance de ser uma funcional."
cntCardboardStorageT1RH,"Caixa de Papelão (Armazenamento Tier 1)"
cntCardboardStorageT1RHDesc,"Precisa armazenar suas coisas em algum lugar."
cntCardboardStorageT1RHSchematic,"Diagrama de Armazenamento de Papelão"
cntCashRegister01,"Caixa Registradora Retrô"
cntCashRegister01Empty,"Caixa Registradora Retrô Vazia"
cntCashRegister02,"Caixa Registradora Retrô"
cntCashRegister02Empty,"Caixa Registradora Retrô Vazia"
cntCashRegister03,"Caixa Registradora Retrô"
cntCashRegister03Empty,"Caixa Registradora Retrô Vazia"
cntCollapsedComposter,"Composteira Destruída"
cntCoolerVariantHelper,"Cooler (Armazenamento Tier 0)"
cntCoolerVariantHelper12Fridge1Desc,"Colocar alimentos em armazenamento frio fará com que durem muito mais. Procure o maior bônus de conservação.\nSlots:12\nBônus de Conservação 1"
cntCoolerVariantHelper18Fridge15Desc,"Colocar alimentos em armazenamento frio fará com que durem muito mais. Procure o maior bônus de conservação.\nSlots:18\nBônus de Conservação 1.5"
cntCoolerVariantHelper18Fridge3Desc,"Colocar alimentos em armazenamento frio fará com que durem muito mais. Procure o maior bônus de conservação.\nSlots:18\nBônus de Conservação 3"
cntCoolerVariantHelper18Fridge4Desc,"Colocar alimentos em armazenamento frio fará com que durem muito mais. Procure o maior bônus de conservação.\nSlots:18\nBônus de Conservação 4"
cntCoolerVariantHelper24Fridge175Desc,"Colocar alimentos em armazenamento frio fará com que durem muito mais. Procure o maior bônus de conservação.\nSlots:24\nBônus de Conservação 1.75"
cntCoolerVariantHelper24Fridge4Desc,"Colocar alimentos em armazenamento frio fará com que durem muito mais. Procure o maior bônus de conservação.\nSlots:24\nBônus de Conservação 4"
cntCoolerVariantHelper24Fridge5Desc,"Colocar alimentos em armazenamento frio fará com que durem muito mais. Procure o maior bônus de conservação.\nSlots:24\nBônus de Conservação 5"
cntCoolerVariantHelper30Fridge4Desc,"Colocar alimentos em armazenamento frio fará com que durem muito mais. Procure o maior bônus de conservação.\nSlots:30\nBônus de Conservação 4"
cntCoolerVariantHelper56Fridge5Desc,"Colocar alimentos em armazenamento frio fará com que durem muito mais. Procure o maior bônus de conservação.\nSlots:56\nBônus de Conservação 5"
cntCustomVendingRandomLootHelper,"= Máquina de Venda Personalizada = Assistente Aleatório"
cntDeskSafe_Player,"Cofre de Mesa (Armazenamento Tier 7)"
cntDeskSafeInsecure_Player,"Cofre de Mesa (Aberto)"
cntDewCollector,"Coletor de Chuva"
cntDewCollectorCollecting,"Coletor de Orvalho ([77dd77]Coletando[-])"
cntDewCollectorCollectingDesc,"O Coletor está Enchendo"
cntDewCollectorDesc,"Ao contrário do Coletor de Orvalho, o Coletor de Chuva coleta Água Turva da chuva e também pode ser usado com Mods e coletará água automaticamente."
cntDewCollectorEmpty,"Coletor de Orvalho ([B1907F]Vazio[-])"
cntDewCollectorEmptyDesc,"Requer 2 Lonas"
cntDewCollectorReady,"Coletor de Orvalho (Pronto)"
cntDewCollectorReadyDesc,"Água Foi Coletada"
cntElectricTableBustedRandomLootHelper,"= Mesa de Eletricista Destruída = Ajudante Aleatório"
cntElectricTableBustedRandomLootHelperDesc,"Pode gerar uma mesa de eletricista. 10% de chance de ser uma funcional."
cntFirstAidCase,"Kit de Primeiros Socorros (Armazenamento)"
cntFirstAidCaseDesc,"Estojo de primeiros socorros que pode ser usado para armazenar seus pertences.\nSlots:15"
cntFishTackleBoxRH,"Caixa de Tackle de Peixe"
cntFishTackleBoxRHDesc,"Pretendendo ir pescar? Por que não levar sua velha caixa de iscas com você. Boa escolha para armazenar suas pescarias para que os apodrecedores não sintam o cheiro."
cntGarageShelfFull,"Prateleira de Garagem (Armazenamento)"
cntGarageShelfFullDesc,"Uma prateleira de garagem que pode ser usada para armazenar seus pertences.\nSlots:56"
cntGasPumpBroken,"Bomba de Gasolina Quebrada"
cntGasPumpBrokenDesc,"Esta bomba está quebrada e não pode ser usada"
cntGasPumpEmpty,"Bomba de Gasolina (Vazia)"
cntGasPumpEmptyDesc,"Clique com o botão direito com 50 Latas de Gasolina Vazias para iniciar o preenchimento"
cntGasPumpEmptyRH,"Clique com o botão direito com 50 Latas de Gasolina Vazias para iniciar o preenchimento"
cntGasPumpEmptyRHDesc,"Clique com o botão direito com 50 Latas de Gasolina Vazias para iniciar o preenchimento"
cntGasPumpFilling,"Bomba de Gasolina (Preenchendo)"
cntGasPumpFillingDesc,"Bomba de Gasolina Está Atualmente Preenchendo"
cntGasPumpReady,"Bomba de Gasolina (Cheia)"
cntGumballMachine,"Máquina de Chicletes"
cntGunSafe_Player,"Cofre de Arma Preta (Armazenamento Tier 9)"
cntGunSafe_PlayerArmyGreen,"Cofre de Arma Verde Exército (Armazenamento Tier 9)"
cntGunSafe_PlayerBlue,"Cofre de Arma Azul (Armazenamento Tier 9)"
cntGunSafe_PlayerBrown,"Cofre de Arma Marrom (Armazenamento Tier 9)"
cntGunSafe_PlayerGreen,"Cofre de Arma Verde (Armazenamento Tier 9)"
cntGunSafe_PlayerGrey,"Cofre de Arma Cinza (Armazenamento Tier 9)"
cntGunSafe_PlayerOrange,"Cofre de Arma Laranja (Armazenamento Tier 9)"
cntGunSafe_PlayerPink,"Cofre de Arma Rosa (Armazenamento Tier 9)"
cntGunSafe_PlayerPurple,"Cofre de Arma Roxo (Armazenamento Tier 9)"
cntGunSafe_PlayerRed,"Cofre de Arma Vermelho (Armazenamento Tier 9)"
cntGunSafe_PlayerWhite,"Cofre de Arma Branco (Armazenamento Tier 9)"
cntGunSafe_PlayerYellow,"Cofre de Arma Amarelo (Armazenamento Tier 9)"
cntGunSafeInsecure_Player,"Cofre de Arma Preta (Armazenamento Tier 9)"
cntGunSafeInsecure_PlayerArmyGreen,"Cofre de Arma Verde Exército (Aberto)"
cntGunSafeInsecure_PlayerBlue,"Cofre de Arma Azul (Aberto)"
cntGunSafeInsecure_PlayerBrown,"Cofre de Arma Marrom (Aberto)"
cntGunSafeInsecure_PlayerGreen,"Cofre de Arma Verde (Aberto)"
cntGunSafeInsecure_PlayerGrey,"Cofre de Arma Cinza (Aberto)"
cntGunSafeInsecure_PlayerOrange,"Cofre de Arma Laranja (Aberto)"
cntGunSafeInsecure_PlayerPink,"Cofre de Arma Rosa (Aberto)"
cntGunSafeInsecure_PlayerPurple,"Cofre de Arma Roxo (Aberto)"
cntGunSafeInsecure_PlayerRed,"Cofre de Arma Vermelho (Aberto)"
cntGunSafeInsecure_PlayerWhite,"Cofre de Arma Branco (Aberto)"
cntGunSafeInsecure_PlayerYellow,"Cofre de Arma Amarelo (Aberto)"
cntGunSafeVariantHelper,"Cofre de Arma (Armazenamento Tier 9)"
cntHardenedChestInsecureRH,"Baú Reforçado"
cntHardenedChestInsecureRHDesc,"Maior nível de segurança para armazenar seus itens. Muito espaço extra também."
cntHardenedChestInsecureStorageT6RH,"Baú Blindado (Aberto)"
cntHardenedChestInsecureStorageT7RH,"Baú Blindado XL (Aberto)"
cntHardenedChestSecureRH,"Baú Reforçado (Armazenamento)"
cntHardenedChestSecureRHDesc,"Maior nível de segurança para armazenar seus itens. Muito espaço extra também."
cntHardenedChestSecureStorageT6RH,"Baú Blindado (Armazenamento Tier 6)"
cntHardenedChestSecureStorageT6RHDesc,"Ótimo nível de segurança para armazenar seus itens. Muito espaço extra também."
cntHardenedChestSecureStorageT7RH,"Baú Blindado XL (Armazenamento Tier 9)"
cntHardenedChestSecureStorageT7RHDesc,"Ótimo nível de segurança para armazenar seus itens. Muito espaço extra também."
cntHouseRandomTrashHelperRH,"= Lixo da Casa = Ajudante Aleatório"
cntIronWritableCrate,"Caixa de Armazenamento de Ferro (Armazenamento T5)"
cntIronWritableCrateInsecure,"Caixa de Armazenamento de Ferro (Aberta)"
cntJournalRecorder,"Gravador Antigo"
cntJournalRecorderDesc,"Você completou o primeiro passo de sua jornada.\n\nAs missões serão automaticamente adicionadas ao seu Diário de Missões, portanto verifique sempre lá."
cntLargeStorageRHSchematic,"Diagrama de Armazenamento Grande"
cntLootChestHeroInsecureStorageT3RH,"Baú de Couro (Aberto)"
cntLootChestHeroInsecureStorageT4RH,"Baú Reforçado (Aberto)"
cntLootChestHeroSecureStorageT3RH,"Baú de Couro (Armazenamento Tier 3)"
cntLootChestHeroSecureStorageT3RHDesc,"Precisa armazenar suas coisas em algum lugar."
cntLootChestHeroStorageT4RH,"Baú Reforçado (Armazenamento Tier 4)"
cntLootChestHeroStorageT4RHDesc,"Precisa armazenar suas coisas em algum lugar."
cntMailBox01VariantHelper,"Caixa de Correio 01 (Armazenamento Tier 0)"
cntMailBox02VariantHelper,"Caixa de Correio 02 (Armazenamento Tier 0)"
cntMailBox03VariantHelper,"Caixa de Correio 03 (Armazenamento Tier 0)"
cntMilitaryCrateInsecureT5RH,"Baú Militar Inseguro"
cntMilitaryCrateT5RH,"Baú Militar"
cntMilitaryCrateWastelandInsecureRH,"Baú Militar do Wasteland Inseguro"
cntMilitaryCrateWastelandRH,"Baú Militar do Wasteland"
cntOldToolbox,"Caixa de Ferramentas Velha (Armazenamento)"
cntOldToolboxDesc,"Esta caixa de ferramentas enferrujada já viu dias melhores, mas pode conter muitas ferramentas.\nSlots:18"
cntOldToolboxInsecured,"Caixa de Ferramentas Velha (Armazenamento)"
cntOldToolboxSecured,"Caixa de Ferramentas Velha (Armazenamento)"
cntOldVanity,"Penteadeira Antiga (Armazenamento)"
cntOldVanityDesc,"Sentar-se em frente a isso, por favor, certifique-se de que ela não te pegue olhando para ela no espelho. Ela é muito tímida.\nSlots:56"
cntPhoneQuestRH,"Telefone Antigo"
cntPhoneQuestRHDesc,"Este telefone antigo foi manipulado para funcionar com o Clube. Use-o e eles oferecerão trabalhos diários que você pode usar para ajudar a reconstruir a Resistência e moldar o futuro do Apocalipse."
cntRecycleBinBlueEmpty,"Lixeira Azul Vazia"
cntRecycleBinBlueFull,"Lixeira Azul"
cntRecycleBinEmpty,"Lixeira"
cntRecycleBinFull,"Lixeira (Armazenamento)"
cntRecycleBinGreenEmpty,"Lixeira Verde Vazia"
cntRecycleBinGreenFull,"Lixeira Verde"
cntResearchDeskBustedRandomLootHelper,"= Mesa de Pesquisa Destruída = Ajudante Aleatório"
cntResearchDeskBustedRandomLootHelperDesc,"Pode gerar uma mesa de pesquisa. 10% de chance de ser uma funcional."
cntRetroFridge01Empty,"Geladeira Retrô (1970) Vazia"
cntRetroFridge01Full,"Geladeira Retrô (1970)"
cntRetroFridge02,"Geladeira Retrô (1950)"
cntSafeStorageRHSchematic,"Diagrama de Armazenamento Seguro Pequeno"
cntSlotMachineRandomLootHelper,"= Máquina de Caça-Níqueis = Assistente Aleatório"
cntSteelWallCabinetSecureStorageT8RHDesc,"Ótimo nível de segurança para armazenar seus itens. Muito espaço extra também."
cntSteelWritableCrate,"Caixa de Armazenamento de Aço (Armazenamento T7)"
cntSteelWritableCrateInsecure,"Caixa de Armazenamento de Aço (Aberta)"
cntStorageGenericSignedInsecureStorageT5RH,"Caixa de Armazenamento Gravável (Aberta)"
cntStorageGenericSignedInsecureStorageT8RH,"Caixa Mega Gravável (Aberta)"
cntStorageGenericSignedStorageT5RH,"Caixa de Armazenamento Gravável (Armazenamento Tier 5)"
cntStorageGenericSignedStorageT5RHDesc,"Uma caixa muito grande com trava que pode ser escrita."
cntStorageGenericSignedStorageT8RH,"Caixa Mega Gravável (Armazenamento Tier 8)"
cntStorageGenericSignedStorageT8RHDesc,"Uma caixa muito grande com trava que pode ser escrita."
cntStoveOldVer01,"Forno Retrô"
cntTrashPile01StorageT0RH,"Saco de Lixo (Armazenamento Tier 0)"
cntTrashPile01StorageT0RHDesc,"Saco de lixo que pode ser usado para armazenar seus pertences."
cntVintageVendingMachine,"Máquina de Venda Vintage"
cntWallSafe_Player,"Cofre de Parede (Armazenamento Tier 7)"
cntWallSafeInsecure_Player,"Cofre de Parede (Aberto)"
cntWeaponCrateInsecureT5RH,"Baú de Suprimentos Makasin Inseguro"
cntWeaponCrateT5RH,"Baú de Suprimentos Makasin"
cntWeaponCrateWastelandInsecureRH,"Baú de Suprimentos do Wasteland Inseguro"
cntWeaponCrateWastelandRH,"Baú de Suprimentos do Wasteland"
cntWoodenChestClosedT1RH,"Baú de Madeira (Armazenamento Tier 1)"
cntWoodenChestClosedT1RHDesc,"Precisa armazenar suas coisas em algum lugar."
cntWoodenChestMilitaryClosedT2RH,"Baú Militar (Armazenamento Tier 2)"
cntWoodenChestMilitaryClosedT2RHDesc,"Maior nível de segurança para armazenar seus itens. Muito espaço extra também."
cntWoodenChestMilitaryOpenT2RH,"Baú Militar (Aberto)"
cntWoodenChestMilitaryOpenT2RHDesc,"Maior nível de segurança para armazenar seus itens. Muito espaço extra também."
cntWoodenChestOpenT1RH,"Baú de Madeira (Aberto)"
cntWoodenChestOpenT1RHDesc,"Precisa armazenar suas coisas em algum lugar."
cntWoodWritableCrate,"Caixa de Armazenamento de Madeira (Armazenamento Tier 4)"
cntWoodWritableCrateInsecure,"Caixa de Armazenamento de Madeira (Aberta)"
cntWorkingStoveOldVer01,"Fogão Retrô Funcionando"
cntWorkingToaster,"Torradeira (Funcionando)"
cntWorkingToasterDesc,"Nada começa melhor o seu dia de matar zumbis do que uma torrada crocante."
cntXLStorageRHSchematic,"Diagrama de Armazenamento XL"
coffeeMaker,"Cafeteira (Funcionando)"
coffeeMakerCommercial,"Cafeteira Comercial (Funcionando)"
coffeeMakerCommercialDesc,"Esta cafeteira pode ser colocada em sua casa e usada para fazer café e chá."
coffeeMakerCommercialJT,"Máquina de Café Comercial (Funcionando)"
coffeeMakerCommercialJTDesc,"Esta máquina de café pode ser colocada em sua casa e usada para fazer café e chá."
coffeeMakerDesc,"Esta cafeteira pode ser colocada em sua casa e usada para fazer café e chá."
coffeeMakerJT,"Máquina de Café (Funcionando)"
coffeeMakerJTDesc,"Esta máquina de café pode ser colocada em sua casa e usada para fazer café e chá."
coleSlawDesc,"Um tratamento delicioso"
collapsedRecyclerDesc,"Um reciclador quebrado que pode ser usado para criar um funcional."
completeJournal,"Diário Completo"
completeJournalDesc,"Você percorreu um longo caminho, prospecto. Seu treinamento acabou de começar. Leia este diário e prepare-se para a jornada à frente."
craftableLightsVariantHelper,"Luzes"
craftableLightsVariantHelperDesc,"Jogue um pouco de luz na sua base com essas luzes artesanais. Podem ser recolhidas"
cropControlPanelBase01,"Painel de Controle de Agricultura"
cropControlPanelBase01Desc,"Painel de Controle de Depuração para Sistema de Irrigação de Plantas. Coloque em cima de uma Válvula para ver as opções. Isso não precisa estar conectado à água."
CrowBar,"Pé de Cabra"
CrowBarDesc,"Abra caixas e portas e janelas encardidas mais rapidamente com o pé de cabra. Usa a habilidade de Quebra e Entrada para tempos mais rápidos."
DarkBlueFireRH,"Fogo de cor azul escuro com fumaça"
DarkBlueFireRHDesc,"Uma chama de cor azul escuro e fumaça queimando"
DarkPurpleFireRH,"Fogo de cor roxo escuro com fumaça"
DarkPurpleFireRHDesc,"Uma chama de cor roxo escuro e fumaça queimando"
debugcontrol_disable,"Desativar Configurações de Depuração"
debugcontrol_enable,"Ativar Configurações de Depuração"
debugcontrol_nopipes,"Erro: Não conectado ao cano de água."
debugcontrol_startbot,"Iniciar RoboPlantador"
debugcontrol_startingbot,"Iniciando Robo Plantador..."
debugcontrol_turnoff,"Desativando configurações de depuração"
debugcontrol_turnon,"Ativando configurações de depuração"
deco80sAtari,"Atari dos anos 1980"
deco80sComputer,"Computador dos anos 1980"
deco80sVCR,"Videocassete dos anos 1980"
decoAmmoTable,"Prensa de Munição (Decoração)"
decoApplianceTable,"Mesa de Eletrodomésticos (Decoração)"
decoArmorBench,"Bancada de Armadura (Decoração)"
decoAutoWorkbench,"Bancada de Mecânico (Decoração)"
decoBabyCrib,"Berço de Bebê"
decoBabyCribDesc,"O que você colocaria aqui?"
decoBlackjackTable,"Mesa de Blackjack"
decoBlacksmithForge,"Forja de Ferreiro (Decoração)"
decoBottlesContainer,"Recipiente de Garrafas"
decoBreweryStation,"Cervejaria (Decoração)"
decoChildsToys,"Brinquedos de Criança"
decoChildsToysDesc,"O som das crianças rindo ainda pode ser ouvido no assobio do vento."
decoClassicChair,"Cadeira de Lounge Clássica"
decoClassicCouch,"Sofá Clássico"
decoClassicKitchenChair,"Cadeira de Cozinha Clássica"
decoDecorTable,"Mesa de Decoração (Deco)"
decoElectricTable,"Mesa de Eletricista (Decoração)"
decoFarmTable,"Mesa do Fazendeiro (Decoração)"
decoFoodPrepTable,"Mesa de preparação de Alimentos (Decoração)"
decoHNChristmasSocks,"Meias de Natal"
decoHNChristmasTree,"Árvore de Natal"
decoHNGiantCandyCane,"Bengalas de Natal"
decoHNGiantCandyCanex2,"Bengalas de Natal X2"
decoHNPileofPresents,"Presentes de Natal"
decoHNSnowMan,"Boneco de Neve de Natal"
decoHNXMASLIGHTS1,"Luzes de Natal 1"
decoHNXMASLIGHTS1A,"Luzes de Natal 1A"
decoHNXMASLIGHTS2,"Luzes de Natal 2"
decoHNXMASLIGHTS2A,"Luzes de Natal 2A"
decoHNXMASLIGHTS3,"Luzes de Natal 3"
decoHNXMASLIGHTS3A,"Luzes de Natal 3A"
decoHNXMASLIGHTS4,"Luzes de Natal 4"
decoHNXMASLIGHTS5,"Luzes de Natal 5"
decoJackintheBox,"Caixa de Surpresa"
decoJackintheBoxDesc,"Gira e gira a manivela, o que vai aparecer ninguém sabe."
decoLargeTarget,"Alvo Grande"
decoLathe,"Torno (Decoração)"
decoMetalChair,"Cadeira Dobrável"
decoMixedBottles,"Garrafas de Licor em Pé"
decoMixedBottles1,"Algumas Garrafas de Licor Misturadas"
decoMixedBottles2,"Muitas Garrafas de Licor Misturadas"
decoMixedBottlesHelper,"= Garrafas de Licor = Ajudante Aleatório"
decoNewBed01,"Cama Desgastada"
decoNewBed01Desc,"Alguém provavelmente morreu aqui. Mas dormir é dormir!"
decoNewParkBench01,"Banco de Parque Envelhecido"
decoNewPulpit01,"Púlpito da Catedral"
decoNewVase01,"Vaso"
decoNewVase02,"Urna"
decoOldArmchair,"Poltrona Antiga"
decoParkBenchNatural,"Banco Primitivo"
decoRecycler,"Reciclador (Deco)"
decoResearchDesk,"Mesa de Pesquisa (Decoração)"
decoRouletteTable,"Mesa de Roleta"
decorTable,"Mesa de Decoração"
decorTableDesc,"A mesa de decoração é o sonho de renovação da sua base se tornando realidade. Nesta mesa, você pode criar e construir todos os tipos de itens novos e interessantes para decorar seu apartamento de solteiro."
decorTableSchematic,"Diagrama da Mesa de Decoração"
decoSmoker,"Defumador (Decoração)"
decoStationVariantHelper,"Auxiliar de Layout da Estação de Trabalho"
decoStationVariantHelperGroupDesc,"Planeje os layouts da sua base com este bloco auxiliar de estação que permite ver blocos especiais antes de poder realmente fabricá-los. Facilmente destruível."
decoTanningRack,"Rack de Curtimento (Decoração)"
decoVictorianClock,"Relógio Vitoriano"
decoVictorianCouch1,"Sofá Vitoriano 01"
decoVictorianCouch2,"Sofá Vitoriano 02"
decoWaterFiltrationUnit,"Unidade de Filtragem de Água (Decoração)"
decoWateringCan,"Regador"
decoWeatherVane,"Cata-vento"
Dev_MagazinePerkASArchery100Points,"Revista Dev: Arcos [e7a729](100 Pontos)[-]"
Dev_MagazinePerkASArchery100PointsDesc,"Concede a você o nível máximo em Ferramentas de Ação de Arcos."
Dev_MagazinePerkASAthletics100Points,"Revista Dev: Atletismo [e7a729](100 Pontos)[-]"
Dev_MagazinePerkASAthletics100PointsDesc,"Concede a você o nível máximo em Ferramentas de Ação de Atletismo."
Dev_MagazinePerkASAutomatics100Points,"Revista Dev: Automáticos [e7a729](100 Pontos)[-]"
Dev_MagazinePerkASAutomatics100PointsDesc,"Concede a você o nível máximo em Ferramentas de Ação de Automáticos."
Dev_MagazinePerkASBladed100Points,"Revista Dev: Lâminas [e7a729](100 Pontos)[-]"
Dev_MagazinePerkASBladed100PointsDesc,"Concede a você o nível máximo em Ferramentas de Ação de Lâminas."
Dev_MagazinePerkASBlunt100Points,"Revista Dev: Armas Contundentes [e7a729](100 Pontos)[-]"
Dev_MagazinePerkASBlunt100PointsDesc,"Concede a você o nível máximo em Ferramentas de Ação de Armas Contundentes."
Dev_MagazinePerkASBrawler100Points,"Revista Dev: Armas de Punho [e7a729](100 Pontos)[-]"
Dev_MagazinePerkASBrawler100PointsDesc,"Concede a você o nível máximo em Ferramentas de Ação de Armas de Punho."
Dev_MagazinePerkASConstructionTools100Points,"Revista Dev: Ferramentas de Corte de Madeira [e7a729](100 Pontos)[-]"
Dev_MagazinePerkASConstructionTools100PointsDesc,"Concede a você o nível máximo em Ferramentas de Ação de Corte de Madeira."
Dev_MagazinePerkASElectric100Points,"Revista Dev: Robótica e Bastões [e7a729](100 Pontos)[-]"
Dev_MagazinePerkASElectric100PointsDesc,"Concede a você o nível máximo em Ferramentas de Ação de Robótica e Bastões."
Dev_MagazinePerkASJavelin100Points,"Revista Dev: Lanças [e7a729](100 Pontos)[-]"
Dev_MagazinePerkASJavelin100PointsDesc,"Concede a você o nível máximo em Ferramentas de Ação de Lançar."
Dev_MagazinePerkASMiningTools100Points,"Revista Dev: Ferramentas de Mineração [e7a729](100 Pontos)[-]"
Dev_MagazinePerkASMiningTools100PointsDesc,"Concede a você o nível máximo em Ferramentas de Ação de Mineração."
Dev_MagazinePerkASPistols100Points,"Revista Dev: Pistolas [e7a729](100 Pontos)[-]"
Dev_MagazinePerkASPistols100PointsDesc,"Concede a você o nível máximo em Ferramentas de Ação de Pistolas."
Dev_MagazinePerkASRepairTools100Points,"Revista Dev: Ferramentas de Reparos [e7a729](100 Pontos)[-]"
Dev_MagazinePerkASRifles100Points,"Revista Dev: Rifles [e7a729](100 Pontos)[-]"
Dev_MagazinePerkASRifles100PointsDesc,"Concede a você o nível máximo em Ferramentas de Ação de Rifles."
Dev_MagazinePerkASSalvageTools100Points,"Revista Dev: Ferramentas de Salvamento [e7a729](100 Pontos)[-]"
Dev_MagazinePerkASSalvageTools100PointsDesc,"Concede a você o nível máximo em Ferramentas de Ação de Salvamento."
Dev_MagazinePerkASShotguns100Points,"Revista Dev: Espingardas [e7a729](100 Pontos)[-]"
Dev_MagazinePerkASShotguns100PointsDesc,"Concede a você o nível máximo em Ferramentas de Ação de Espingardas."
Dev_MagazinePerkASSledgehammers100Points,"Revista Dev: Marretas [e7a729](100 Pontos)[-]"
Dev_MagazinePerkASSledgehammers100PointsDesc,"Concede a você o nível máximo em Ferramentas de Ação de Marretas."
Dev_MagazinePerkASTurret100Points,"Revista Dev: Torretas [e7a729](100 Pontos)[-]"
Dev_MagazinePerkASTurret100PointsDesc,"Concede a você o nível máximo em Ferramentas de Ação de Torretas."
DevWellnessCake,"Dev: Bolo de Bem-Estar"
DevWellnessCakeDesc,"Concede bem-estar completo."
dinnerBook,"Cozinha Caseira Vol 2: Comidas dos Wookies"
dinnerBookDesc,"Desbloqueia receitas para o jantar e acompanhamentos."
dinoReward1,"Exposição de Dinossauros"
dinoReward1Desc,"Mostre o trabalho árduo de juntar a história com esta exposição."
dinoReward1Schematic,"Diagrama da Exposição de Dinossauros"
disassemble10_description,"Desmonte 10 desta munição e recupere metade dos recursos originais usados para fabricá-los."
disassemble250_description,"Desmonte 250 desta munição e recupere metade dos recursos originais usados para fabricá-los."
disassemble44magnumAPx10_subtitle,"Desmonte AP 44 Magnum x 10"
disassemble44MagnumAPx10,"Desmonte HP 44 Magnum (10)"
disassemble44magnumAPx250_subtitle,"Desmonte AP 44 Magnum x 250"
disassemble44MagnumAPx250,"Desmonte HP 44 Magnum (250)"
disassemble44magnumAPx50_subtitle,"Desmonte AP 44 Magnum x 50"
disassemble44MagnumAPx50,"Desmonte HP 44 Magnum (50)"
disassemble44magnumHPx10_subtitle,"Desmonte HP 44 Magnum x 10"
disassemble44MagnumHPx10,"Desmonte AP 44 Magnum (10)"
disassemble44magnumHPx250_subtitle,"Desmonte HP 44 Magnum x 250"
disassemble44MagnumHPx250,"Desmonte AP 44 Magnum (250)"
disassemble44magnumHPx50_subtitle,"Desmonte HP 44 Magnum x 50"
